"","response.docs.lead_paragraph"
"4064","Forget about “Drynuary,” which I broke on Jan. 2 with that insouciant leftover chardonnay in the door of the fridge. Or diets, long feminized and scorned, and now rebranded by annoying tech bros as “intermittent fasting.” "
"4065","Three months ago, on Oct. 18, I ended a five-year relationship with my provider of on-demand clean underwear. I did this first by deleting the app and then later throwing out three bags imprinted with their name.  Every week since, I have been tempted to get back together with them."
"4066","Emily Alice Kaplan and David Zvi Rosenberg are to be married Jan. 19 at 99 Scott, an events space in Brooklyn. Rabbi Robert N. Levine is to officiate and lead the ceremony with Rabbi Dr. Reuven Leigh."
"4067","Mollie Rose Vandor and Benjamin Laurence Forer were married Jan. 18 at the Brooklyn Winery. Cantor Laura Stein officiated."
"4068","Ruchika Budhraja and Drew John Hodel were married Jan. 19 at the Ritz Carlton, Laguna Niguel in Dana Point, Calif. Sujata Seth, the bride’s aunt and a Universal Life minister, officiated."
"4069","Marli Scharlin and Miles Northup Bergner are to be married Jan. 19 at Vizcaya Museum & Gardens in Miami. Rabbi Rachel Timoner is to officiate."
"4070","AVENUE 5 10 p.m. on HBO; stream on HBO platforms. Armando Iannucci, the creator of “Veep,” returns to HBO with this new black comedy starring Hugh Laurie. Set 40 years in the future, the show takes place on Avenue 5, a luxury space cruise ship that has taken off for an eight-week journey around Saturn. The experience is exquisite, for a moment. Then the ship’s system malfunctions and sets it off course, leading to delirium onboard. As the fate of the ship remains up in the air, disgruntled passengers demand answers from the captain (Laurie) and his ill-equipped crew. Josh Gad plays the clueless billionaire who owns the ship; Suzy Nakamura is his stern right-hand woman; and Zach Woods is, like his character on “The Office,” essentially useless as the head of customer relations. The 10th season premiere of CURB YOUR ENTHUSIASM follows at 10:30."
"4071","Defensive end Frank Clark was a great addition for Kansas City this season, but he may have done his team some harm by giving Tennessee running back Derrick Henry some added motivation ahead of this game. Henry has rushed for at least 180 yards in three consecutive games — and ran for 188 yards against Kansas City in Week 10 — but Clark said a running back as large as Henry, who is 6-foot-3 and 247 pounds, should actually run quite a bit harder. “He’s just easy to me up front because I don’t look at any running back like they can’t be tackled,” Clark said. “He’s not one of the best guys at breaking tackles to me, honestly.”"
"4072","No one answers a scoring drive better than Patrick Mahomes, and the Chiefs quarterback kept his team squarely in this game by following the Titans’ latest touchdown by going 63 yards on just five plays. He hit wide receiver Tyreek Hill with a 20-yard touchdown pass in which Hill barely seemed to be covered by Tennessee."
"4073","HOUSE ON ENDLESS WATERSBy Emuna ElonTranslated by Anthony Berris and Linda Yechiel 309 pp. Atria. $27."
"4074","DAVOS, Switzerland — Greta Thunberg on Tuesday punched a hole in the promises emerging from a forum of the global political and business elite and offered instead an ultimatum: Stop investing in fossil fuels immediately, or explain to your children why you did not protect them from the “climate chaos” you created."
"4075","When she was hired to write a film for Barbra Streisand, a few decades ago, Barra Grant thought she’d made it. Her mother, on the other hand, was nonchalantly dismissive: “I’m glad she’s such an important Jew now,” she said of Streisand. “Takes some of the pressure off me.”"
"4076","The Tennessee Titans were lovable underdogs, but their luck ran out on Sunday against the Kansas City Chiefs, who beat them, 35-24. The Green Bay Packers found some balance on offense in their first season under Coach Matt LaFleur, but they were crushed by the San Francisco 49ers, 37-20, in a game that was nowhere near that close. The Chiefs and the 49ers will now face off in Super Bowl LIV on Feb. 2 in Miami Gardens, Fla., in a matchup between one team with an electric passing game and one that relies on its defense and running the ball."
"4077","BERLIN — Russia, Turkey and a dozen other international powers with competing interests in oil-rich Libya called Sunday for a cease-fire and an arms embargo, committing to end their own interference on the ground to give Libyans space for a political reconciliation."
"4078","SEOUL, South Korea — Shin Kyuk-ho, who built a chewing-gum business into ​the ​hugely successful Lotte ​Group in South Korea and Japan, only to see his sons squabble over the corporate empire, died on Sunday in Seoul. He was 98."
"4079","COLUMBIA, S.C. — Several Democratic presidential candidates briefly put aside their recent sparring on Monday and marched arm in arm through the streets of South Carolina’s capital to honor the Rev. Dr. Martin Luther King Jr., whom they later invoked in speeches about America’s past and future that were rich with election-year overtones."
"4080","After a Boeing 737 crashed near Amsterdam more than a decade ago, the Dutch investigators focused blame on the pilots for failing to react properly when an automated system malfunctioned and caused the plane to plummet into a field, killing nine people."
"4081","WASHINGTON — The Trump administration is about to distribute billions of dollars to coastal states mainly in the South to help steel them against natural disasters worsened by climate change."
"4082","LONDON — The British government said on Tuesday that it would toughen terrorism sentences and end early release for serious offenders, following through on promises made by Prime Minister Boris Johnson in November after a convicted terrorist who had been automatically released carried out an attack that killed two people near London Bridge."
"4083","There was a familiar face in the gallery overlooking the Senate chamber on Tuesday: Jeff Flake, the former senator from Arizona who decided not to seek re-election in 2018 after concluding that there was no room in the Republican Party for a critic of President Trump."
"4084","This is Bibliography Week in New York, an annual showcase for the Bibliographical Society of America and the Antiquarian Booksellers’ Association of America (A.B.A.A.), with exhibits, book sales and events in many locations. Vintage culinary volumes are on display and for sale from several merchants, including Ben Kinmont of Sebastopol, Calif., whose specialty is books and manuscripts about food and drink from the 15th to the 19th centuries. Among them is a rare first edition of Gustave Davin’s 1887 volume, “A Propos des Vignes Américaines,” which discusses American rootstock at the time of the phylloxera infestation in Europe."
"4085","WASHINGTON — The Trump administration is about to distribute billions of dollars to coastal states mainly in the South to help steel them against natural disasters worsened by climate change."
"4086","LONDON — The British government said on Tuesday that it would toughen terrorism sentences and end early release for serious offenders, following through on promises made by Prime Minister Boris Johnson in November after a convicted terrorist who had been automatically released carried out an attack that killed two people near London Bridge."
"4087","To the Editor:"
"4088","How fast is it physically possible for a human to run?"
"4089","SEOUL, South Korea — North Korea has temporarily barred foreign tourists as a protection against the mysterious virus from China that has killed at least nine people and sickened more than 400, a leading tour operator reported on Tuesday."
"4090","The wit and whimsy of the performance artists Sonja Stummerer and Martin Hablesreiter of the Viennese architecture and design firm Honey & Bunny know no bounds. At a meeting of the Culinary Historians of New York, they will discuss the interaction between design and what’s on the table and how it affects social norms."
"4091","A notable characteristic of Goodnow Farms Chocolate bars is their sleek subtlety. New flavor combinations, like a dark chocolate spiced apple cider bar, are about nuance, not boldness. Each of the single-origin bars, with chocolate from farms in Central and South America, has its own character. The family-owned company, on a 225-year-old farm in Sudbury, Mass., is the outgrowth of a hobby. The bars are modest in size at 1.94 ounces."
"4092","When the first in-house newsletter of Bernie Sanders’s campaign landed in inboxes last August, its chief antagonist was neither President Trump nor a rival for the Democratic presidential nomination, but rather The Washington Post and, as the email said, “the Washington pundits who are paid by the corporations and billionaires who own the media.”"
"4093","BEIJING — The authorities in China reported a third death from a mysterious virus and more than 130 new cases over the weekend, including ones found in Beijing and southern China for the first time. One new case was also reported in South Korea on Monday."
"4094","LONDON — There is no such thing, it turns out, as being a part-time royal."
"4095","Bong Joon Ho’s darkly funny thriller “Parasite” made history at the Screen Actors Guild awards Sunday in Los Angeles, taking the top prize for best cast in a motion picture. It’s the first time that award has gone to a film not in the English language, and an even more remarkable feat given that none of the movie’s individual actors were nominated."
"4096","Egil Krogh, who as part of President Richard M. Nixon’s staff was one of the leaders of the secret “Plumbers” unit that broke into the office of Daniel Ellsberg’s psychiatrist, a prelude to the Watergate burglary that brought down the Nixon presidency, died on Saturday in Washington. He was 80."
"4097","David D. Glass, who as chief executive of Walmart stores led the world’s largest retailer through one of its greatest periods of expansion, and who also owned the Kansas City Royals when they won the 2015 World Series, died on Jan. 9. He was 84. "
"4098","VANCOUVER, British Columbia — Global politics, big money, high technology and the intricacies of Canadian law will come together on Monday when the extradition hearing of Meng Wanzhou, the chief financial officer of the Chinese telecommunications giant Huawei, begins in a Vancouver courtroom."
"4099","AVENUE 5 10 p.m. on HBO; stream on HBO platforms. Armando Iannucci, the creator of “Veep,” returns to HBO with this new black comedy starring Hugh Laurie. Set 40 years in the future, the show takes place on Avenue 5, a luxury space cruise ship that has taken off for an eight-week journey around Saturn. The experience is exquisite, for a moment. Then the ship’s system malfunctions and sets it off course, leading to delirium onboard. As the fate of the ship remains up in the air, disgruntled passengers demand answers from the captain (Laurie) and his ill-equipped crew. Josh Gad plays the clueless billionaire who owns the ship; Suzy Nakamura is his stern right-hand woman; and Zach Woods is, like his character on “The Office,” essentially useless as the head of customer relations. The 10th season premiere of CURB YOUR ENTHUSIASM follows at 10:30."
"4100","Marli Scharlin and Miles Northup Bergner are to be married Jan. 19 at Vizcaya Museum & Gardens in Miami. Rabbi Rachel Timoner is to officiate."
"4101","At this point in the 2016 election cycle Donald J. Trump was slashing through a field of more seasoned candidates and Hillary Clinton appeared to have a good shot at becoming the first female president. Americans were transfixed, and a number of advertising campaigns capitalized on the growing interest in an unusual race."
"4102","The New York Times editorial board endorsed the two leading female candidates for the Democratic Party’s presidential nomination on Sunday, throwing its support behind Senator Amy Klobuchar of Minnesota and Senator Elizabeth Warren of Massachusetts."
"4103","HONEYLAND (2019) Stream on Hulu. Rent on Amazon, Google Play, Vudu and YouTube. Hatidze Muratova is one of the last of her kind. She and her ailing mother are the only inhabitants of a small village in the Republic of North Macedonia, where Muratova makes a quiet living keeping bees. She practices the sustainable beekeeping methods of generations before her, like singing to her bees and making sure to only take half their honey. Then a family moves in next door, bringing with them cattle, several children, bees of their own and a threat to Muratova’s way of life, and the filmmakers Tamara Kotevska and Ljubomir Stefanov capture a story at the intersection of modernity and tradition. “Their movie is quiet, intimate and intense, but touched with a breath of epic grandeur,” A.O. Scott wrote in his review for The New York Times. “It’s a poem including history.”"
"4104","Patrick Mahomes capped Kansas City’s 86-yard drive by thundering into the end zone himself. "
"4105","After Kansas City had forced another Tennessee punt, Patrick Mahomes and Sammy Watkins broke this game wide open with a 60-yard bomb of a touchdown pass in which Watkins outran the entire Tennessee defense and Mahomes threw deep across the field to find the speedy wide receiver. To add insult to injury, Tennessee was called for holding on the play in which they fell behind, 35-17."
"4106","The Kansas City Chiefs are headed to Super Bowl LIV in Miami after ending the Tennessee Titans’ Cinderella-like run in the playoffs with a 35-24 victory at Arrowhead Stadium in the A.F.C. championship game on Sunday."
"4107","Levi’s Stadium opened to great fanfare in 2014, but the building has largely been a house of horrors for its primary tenant, the San Francisco 49ers. This year, the team has finally arrived, going 13-3 in the regular season and winning its first playoff game in Santa Clara last weekend."
"4108","If the past is prologue, the San Francisco 49ers should wallop the Green Bay Packers in the N.F.C. championship game on Sunday. After all, the 49ers beat the Packers, 37-8 in November, as the 49ers bottled up Green Bay’s run game and constantly pressured quarterback Aaron Rogers."
"4109","San Francisco had the second best defense this year, and their front line showed why on the Packers’ second drive."
"4110","The 49ers have built a commanding 17-0 lead, but it has come at a cost."
"4111","Things are going from bad to worse for the Packers, and they have themselves to blame."
"4112","San Francisco 49ers running back Raheem Mostert is having the game of his professional life. In the first half alone, he scored all three 49ers touchdowns and ran the ball 14 times for 160 yards."
"4113","The Packers may have found a rhythm, even if it’s getting late."
"4114","BIG HORN COUNTY, Mont. — Jackie Big Hair slept in her car for days, waking every few hours to fire up the engine and gaze at the frozen highway rest stop where her 16-year-old daughter had been reported missing."
"4115","MELBOURNE, Australia — As the reigning Australian Open champion Naomi Osaka opened her season earlier this month, she checked herself as she expressed her goals for the rest of the year."
"4116","In the never-ending quest for engagement in a short attention-span world, museums around the world have long looked for ways to spice up visitor experiences. But as after-hours gatherings and dedicated Instagram experiences continue to take off, a time-honored practice has surprisingly gained traction, and become a destination-worthy draw: conservation, or art restoration, done in the public eye."
"4117","The It bag may be more like an old hat these days — at least when it comes to fashion’s front row. But exclusivity is not exactly out of style; it’s just no longer symbolized by something you can swing from your arm."
"4118","[Read the latest updates on the Weinstein trial.]"
"4119","It’s April 2018, and my wife of 20 years, Lynette, and I are on our way to my parents’ house. This is our first cross-­country drive since my transition. We drive Interstate 90 from Boston through New York, Pennsylvania, Ohio, then finally to my childhood home, Elkhart, Ind. One highway, 880 miles. Though I’m 51, I’m outfitted as if I’m in my mid-20s, the decade of my life I most mourn missing as a man: I’m bearded, wearing overpriced sweats, exclusive sneakers that you have to compete to buy before they sell out and, as always, a Chicago Cubs baseball hat. My integration into the straight white America of middle-­aged, middle-­class couples who road trip across the United States is seamless."
"4120","Despite the byline you see on this article, the name my parents gave me was Jo. Not Josephine, just Jo. Inspired by the main character in “Little Women,” they dreamed I’d grow to become every bit as norm-bashing as Louisa May Alcott’s fictional character, Jo March."
"4121","My mother and my aunt are white neoliberal Democrats who are pretty set in their ways. I have struggled my entire life to confront them and the rest of my family about the way they treat me, and whenever I’ve gotten up the nerve to say something, they dismiss me and continue as they were. Because of this, I don’t feel comfortable discussing politics with a lot of my relatives. Topics like Israel and  Palestine, institutional racism and L.G.B.T. issues all break down into circular conversations in which I have to defend my more-left-wing stances, which they regard as idealistic and childish. While my relatives respect that my views are changing as I learn and grow, they’ve never been challenged by a person from my generation before."
"4122","SLAYING GOLIATHThe Passionate Resistance to Privatization and the Fight to Save America’s SchoolsBy Diane Ravitch"
"4123","PROCESSED CHEESEBy Stephen Wright"
"4124","The New York Times editorial board endorsed the two leading female candidates for the Democratic Party’s presidential nomination on Sunday, throwing its support behind Senator Amy Klobuchar of Minnesota and Senator Elizabeth Warren of Massachusetts."
"4125","A long-simmering conflict between the National Security Agency and the House Intelligence Committee broke into the open on Sunday when the committee’s chairman, Representative Adam B. Schiff, accused the agency of withholding critical intelligence from his panel, including some that might be useful in the impeachment trial of President Trump."
"4126","WASHINGTON — The senator was livid. The president of his own party had gotten himself in so much trouble that he was now facing impeachment. And so when the phone rang one night after dinner and the senator picked up to find the White House on the line, he cursed the commander in chief."
"4127","Facebook apologized on Saturday after its platform translated Xi Jinping, the name of the Chinese leader, from Burmese to a vulgar word in English."
"4128","MOSCOW — In a solemn ceremony at an airport in Ukraine on Sunday, President Volodymyr Zelensky paid his respects to the 11 citizens from his country who were killed when Iran’s military mistakenly shot down a passenger jet in Tehran this month."
"4129","HONEYLAND (2019) Stream on Hulu. Rent on Amazon, Google Play, Vudu and YouTube. Hatidze Muratova is one of the last of her kind. She and her ailing mother are the only inhabitants of a small village in the Republic of North Macedonia, where Muratova makes a quiet living keeping bees. She practices the sustainable beekeeping methods of generations before her, like singing to her bees and making sure to only take half their honey. Then a family moves in next door, bringing with them cattle, several children, bees of their own and a threat to Muratova’s way of life, and the filmmakers Tamara Kotevska and Ljubomir Stefanov capture a story at the intersection of modernity and tradition. “Their movie is quiet, intimate and intense, but touched with a breath of epic grandeur,” A.O. Scott wrote in his review for The New York Times. “It’s a poem including history.”"
"4130","Edith Kunhardt Davis had an idyllic childhood, growing up on a big, if run-down, estate in rural New Jersey. Her mother, Dorothy Kunhardt, a famous author of children’s books, wrote — just for Edith — “Pat the Bunny,” a 1940 novelty that had movable parts and invited young readers to touch and feel the textures on its pages. It remains one of the best-selling children’s books of all time."
"4131","Just when I needed it most, I learned a valuable life lesson from Lynda Wolters, who has a cancer that is currently incurable, diagnosed just after her 49th birthday. As an Idaho farm girl used to hard work, Ms. Wolters led a healthy life, enjoying ballroom dancing, horseback riding, rafting and hiking when not at work at a law firm. Then, as she wrote in her recently published book, “Voices of Cancer”:"
"4132","Good morning. We celebrate Martin Luther King’s Birthday today, a national day of service, a day to practice love, as the minister said, not as an expression of impractical idealism, but of practical realism, a way to ensure the life of our civilization."
"4133","MUMBAI, India — Uber, in its latest move to drop money-losing businesses, agreed on Tuesday to sell its food delivery business in India to Zomato, a local competitor, in exchange for 9.99 percent of the Indian start-up."
"4134","At Christian Dior’s spring 2020 haute couture show in Paris today, attendees were ushered inside an enormous womblike chamber, with a curved mauve ceiling and soft lilac carpeting. The space was part of a 225-foot-long and 45-foot-high inflatable anthropomorphic sculpture, installed in the gardens of the Musée Rodin, by the pioneering American artist Judy Chicago. The 80-year-old first designed the structure, which represents a goddess figure with round feminine forms, in the late 1970s, though it was never realized in three dimensions. “I’m just glad I’ve lived long enough to see it,” she said before the show, dressed in a custom gold Dior suit, her hair dyed a regal purple."
"4135","No one answers a scoring drive better than Patrick Mahomes, and the Chiefs quarterback kept his team squarely in this game by following the Titans’ latest touchdown by going 63 yards on just five plays. He hit wide receiver Tyreek Hill with a 20-yard touchdown pass in which Hill barely seemed to be covered by Tennessee."
"4136","After Kansas City had forced another Tennessee punt, Patrick Mahomes and Sammy Watkins broke this game wide open with a 60-yard bomb of a touchdown pass in which Watkins outran the entire Tennessee defense and Mahomes threw deep across the field to find the speedy wide receiver. To add insult to injury, Tennessee was called for holding on the play in which they fell behind, 35-17."
"4137","The Kansas City Chiefs are headed to Super Bowl LIV in Miami after ending the Tennessee Titans’ Cinderella-like run in the playoffs with a 35-24 victory at Arrowhead Stadium in the A.F.C. championship game on Sunday."
"4138","If the past is prologue, the San Francisco 49ers should wallop the Green Bay Packers in the N.F.C. championship game on Sunday. After all, the 49ers beat the Packers, 37-8 in November, as the 49ers bottled up Green Bay’s run game and constantly pressured quarterback Aaron Rogers."
"4139","The New York Times editorial board endorsed the two leading female candidates for the Democratic Party’s presidential nomination on Sunday, throwing its support behind Senator Amy Klobuchar of Minnesota and Senator Elizabeth Warren of Massachusetts."
"4140","A long-simmering conflict between the National Security Agency and the House Intelligence Committee broke into the open on Sunday when the committee’s chairman, Representative Adam B. Schiff, accused the agency of withholding critical intelligence from his panel, including some that might be useful in the impeachment trial of President Trump."
"4141","WASHINGTON — The senator was livid. The president of his own party had gotten himself in so much trouble that he was now facing impeachment. And so when the phone rang one night after dinner and the senator picked up to find the White House on the line, he cursed the commander in chief."
"4142","HONEYLAND (2019) Stream on Hulu. Rent on Amazon, Google Play, Vudu and YouTube. Hatidze Muratova is one of the last of her kind. She and her ailing mother are the only inhabitants of a small village in the Republic of North Macedonia, where Muratova makes a quiet living keeping bees. She practices the sustainable beekeeping methods of generations before her, like singing to her bees and making sure to only take half their honey. Then a family moves in next door, bringing with them cattle, several children, bees of their own and a threat to Muratova’s way of life, and the filmmakers Tamara Kotevska and Ljubomir Stefanov capture a story at the intersection of modernity and tradition. “Their movie is quiet, intimate and intense, but touched with a breath of epic grandeur,” A.O. Scott wrote in his review for The New York Times. “It’s a poem including history.”"
"4143","Facebook apologized on Saturday after its platform translated Xi Jinping, the name of the Chinese leader, from Burmese to a vulgar word in English."
"4144","Things are going from bad to worse for the Packers, and they have themselves to blame."
"4145","The rules for breaking up with a partner have long been established: Try to do it in person or at least on the phone, don’t do it over a text message or a Post-it note. Ending a friendship? That’s complicated. "
"4146","The It bag may be more like an old hat these days — at least when it comes to fashion’s front row. But exclusivity is not exactly out of style; it’s just no longer symbolized by something you can swing from your arm."
"4147","Isabel dos Santos, Africa’s richest woman and the daughter of Angola’s former president, is under scrutiny by her bank and the Angolan government after a leak of more than 700,000 documents showed how she exploited the country’s wealth to enrich herself."
"4148","Leah Arielle Robins and Daniel Severin Sternberg were married Jan. 18 at the Omni Parker House in Boston. Rabbi Leora Kling Perkins officiated."
"4149","[To read more provocative stories on race from The New York Times, sign up for our Race/Related newsletter here.]"
"4150","Recently, after having dinner in Midtown Manhattan, I put on my AirPods Pro as I walked to the subway station. I began getting hot, so I gently pulled off my red beanie while at 58th Street and Broadway. Then it happened."
"4151","Today, even as the 75th anniversary of the liberation of Auschwitz, on Jan. 27, approaches, our news feeds are teeming with more and more reports of hate crimes and extreme ideologies. I am alive because my paternal grandfather’s Spidey sense had him frantically looking for ways out of Germany in 1933. “When madmen are elected, it’s time to leave the country,” he said. Now I, and many others I’m sure, worry that a catastrophe is looming, and wonder how we can guard against it. Schoolchildren are now taught: “Be an upstander, not a bystander!” History, we’re told, shows that, as Edmund Burke supposedly said, “The only thing necessary for the triumph of evil is that good men do nothing.” Or in the words of historian Ian Kershaw, “The road to Auschwitz was built by hate but paved with indifference.” These aphorisms pithily conjure up images of wise men stroking their long white beards, but they’re wrong."
"4152","We all search for relevance."
"4153","DAVOS, Switzerland — Greta Thunberg on Tuesday punched a hole in the promises emerging from a forum of the global political and business elite and offered instead an ultimatum: Stop investing in fossil fuels immediately, or explain to your children why you did not protect them from the “climate chaos” you created."
"4154","Sally Miyake is a bold choice to narrate SUNNYSIDE PLAZA (Little, Brown, 208 pp., $16.99; ages 8 and up), Scott Simon’s debut as a middle-grade novelist. She’s funny, observant and perceptive. She’s also a 19-year-old with a developmental disability who lives in a group home where two residents have died unexpectedly. When police detectives recognize Sally’s capabilities and ask for her help investigating the deaths, she makes her first outside friends."
"4155","Today, even as the 75th anniversary of the liberation of Auschwitz, on Jan. 27, approaches, our news feeds are teeming with more and more reports of hate crimes and extreme ideologies. I am alive because my paternal grandfather’s Spidey sense had him frantically looking for ways out of Germany in 1933. “When madmen are elected, it’s time to leave the country,” he said. Now I, and many others I’m sure, worry that a catastrophe is looming, and wonder how we can guard against it. Schoolchildren are now taught: “Be an upstander, not a bystander!” History, we’re told, shows that, as Edmund Burke supposedly said, “The only thing necessary for the triumph of evil is that good men do nothing.” Or in the words of historian Ian Kershaw, “The road to Auschwitz was built by hate but paved with indifference.” These aphorisms pithily conjure up images of wise men stroking their long white beards, but they’re wrong."
"4156","[To read more provocative stories on race from The New York Times, sign up for our Race/Related newsletter here.]"
"4157","Recently, after having dinner in Midtown Manhattan, I put on my AirPods Pro as I walked to the subway station. I began getting hot, so I gently pulled off my red beanie while at 58th Street and Broadway. Then it happened."
"4158","Despite the byline you see on this article, the name my parents gave me was Jo. Not Josephine, just Jo. Inspired by the main character in “Little Women,” they dreamed I’d grow to become every bit as norm-bashing as Louisa May Alcott’s fictional character, Jo March."
"4159","My mother and my aunt are white neoliberal Democrats who are pretty set in their ways. I have struggled my entire life to confront them and the rest of my family about the way they treat me, and whenever I’ve gotten up the nerve to say something, they dismiss me and continue as they were. Because of this, I don’t feel comfortable discussing politics with a lot of my relatives. Topics like Israel and  Palestine, institutional racism and L.G.B.T. issues all break down into circular conversations in which I have to defend my more-left-wing stances, which they regard as idealistic and childish. While my relatives respect that my views are changing as I learn and grow, they’ve never been challenged by a person from my generation before."
"4160","The rules for breaking up with a partner have long been established: Try to do it in person or at least on the phone, don’t do it over a text message or a Post-it note. Ending a friendship? That’s complicated. "
"4161","Subscribe to “The Choice” on your favorite listening app:"
"4162","Men with early stage prostate cancer are often advised to increase their intake of vegetables to lower the risk for progression to more serious disease. But now a randomized trial has found that vegetables, whatever other health benefits they may confer, have no discernible effect on prostate cancer progression."
"4163","SLAYING GOLIATHThe Passionate Resistance to Privatization and the Fight to Save America’s SchoolsBy Diane Ravitch"
"4164","PROCESSED CHEESEBy Stephen Wright"
"4165","If you’re fortunate enough to have today off from work, the most important thing on your to-do list is to actually take the day off. Studies have shown that people send only 40 percent less email on holiday Mondays compared with regular Mondays. (Thank you, smartphones and tablets.) Not only that, but taking time to let your brain rest and recover “literally makes us more creative, better at problem-solving, better at coming up with creative ideas.”"
"4166","About a year ago, I noticed a distressing tendency in myself to drift off while the people I loved were talking. It didn’t matter if they were talking about a book they had read or recent health problems or crushing grief or revelations from therapy. "
"4167","I grew up in Omaha, in a suburban household that had normal consumer routines. But even as a child, some of those patterns troubled me. "
"4168","An article last Sunday about Prince Harry and Meghan Markle’s decision to “step back” from royal duties misidentified one of the sources of Harry’s inheritance. It was his great-grandmother’s estate, not his grandmother’s. "
"4169","Amanda Marie Berntsen and Khamal Marquis Brown were married Jan. 18 at the Pierre Hotel in New York. The Rev. Joseph Yu, a Presbyterian minister, officiated."
"4170","Each week, our survey of recent residential sales in New York City and the surrounding region focuses on homes that sold around a certain price point, allowing you to compare single-family homes, condos and co-ops in different locales."
"4171","Chris Jones was not on Kansas City’s final injury report heading into the game, and is expected to be active. The defensive tackle missed last week’s win over Houston with a calf injury, but had a breakout season in 2019, earning his first Pro Bowl selection. Jones led the team with nine sacks, and could be key in helping slow down Tennessee’s Derrick Henry, but he had to pass a pregame workout to be declared active. The Chiefs are also expecting tight end Travis Kelce to play through a lingering knee injury. Running back LeSean McCoy is inactive for the Chiefs, and Kansas City’s biggest absence is one they knew of in advance: rookie safety Juan Thornhill, who tore the anterior cruciate ligament in his left knee in Week 17."
"4172","Derrick Henry took a direct snap and plowed his way into the end zone on a 4-yard run, giving the Titans an early 10-0 lead. The run was the culmination of a 58-yard drive in which Tennessee rolled the dice on a fourth-and-2 play from Kansas City’s 29-yard line rather than attempt a long field goal."
"4173","Titans quarterback Ryan Tannehill completed a 1-yard touchdown pass to tackle Dennis Kelly to put Tennessee ahead, 17-7, early in the second quarter."
"4174","Patrick Mahomes pulled off a run that looked like something from the Lamar Jackson playbook, stepping out of two tackles, racing down the sideline and fighting through traffic at the goal line for a 27-yard touchdown. After having trailed, 10-0, at one point, the Kansas City Chiefs are leading the Titans, 21-17."
"4175","In a significant change, the rules resolution submitted by Senator Mitch McConnell automatically enters the evidence collected by the House impeachment inquiry into the Senate record of the trial, in the same way that a similar resolution treated evidence during the 1999 impeachment trial of former President Bill Clinton."
"4176","WASHINGTON — As President Trump’s impeachment trial opens, his lawyers have increasingly emphasized a striking argument: Even if he did abuse his powers in an attempt to bully Ukraine into interfering in the 2020 election on his behalf, it would not matter because the House never accused him of committing an ordinary crime."
"4177","ASUNCIÓN, Paraguay — At least 75 members of a powerful Brazilian drug cartel escaped from a prison in northern Paraguay through a tunnel on Sunday, pulling off an escape plan that officials had known about for more than a month but were unable to stop."
"4178","The House managers on Tuesday morning issued a statement blasting the resolution from Senator Mitch McConnell of Kentucky, the majority leader, setting forth rules for the Senate trial, saying it “deviates sharply from the Clinton precedent — and common sense — in an effort to prevent the full truth of the president’s misconduct from coming to light.”"
"4179","Regular viewers of Senate proceedings will likely notice something very odd when debate begins: Senators will not be doing the debating themselves."
"4180","Senator Mitch McConnell employed one of the oldest tricks in the Senate book to discourage Democrats from mounting time-consuming challenges to his proposed ground rules for the impeachment trial. As the Senate opened Tuesday, Mr. McConnell, the Kentucky Republican and majority leader warned senators that they should be prepared to stay as long as possible to enact a resolution setting the parameters for the trial."
"4181","WASHINGTON — For weeks, Senator Mitch McConnell sought to deflect charges that he was trying to stack the deck in favor of President Trump in his impeachment trial by repeating that he was merely replicating the Senate’s only modern precedent: the 1999 trial of President Bill Clinton."
"4182","See the looks from the Givenchy: Spring 2020 Collection."
"4183","FRANKFURT — Mitsubishi Motors is under investigation for possibly selling diesel vehicles in Germany that had been programmed to cheat on emissions tests, Frankfurt prosecutors said Tuesday as the police raided offices of the Japanese carmaker."
"4184","The advocacy group for people with disabilities had planned weeks in advance for a two-hour trip outside Chicago, and had worked with Amtrak before."
"4185","Do you think there is a “right way” and a “wrong way” to be a tourist? Do you think one style of travel is better than another?"
"4186","An Arts and Crafts bungalow in Burlingame, a midcentury-modern home in Ojai and a Richard Neutra house in Los Angeles."
"4187","Arlene and Rob Tendick were living with their 1-year-old daughter in San Diego’s hip North Park neighborhood in 2015 when they decided they needed more space."
"4188","ASUNCIÓN, Paraguay — At least 75 members of a powerful Brazilian drug cartel escaped from a prison in northern Paraguay through a tunnel on Sunday, pulling off an escape plan that officials had known about for more than a month but were unable to stop."
"4189","The House managers on Tuesday morning issued a statement blasting the resolution from Senator Mitch McConnell of Kentucky, the majority leader, setting forth rules for the Senate trial, saying it “deviates sharply from the Clinton precedent — and common sense — in an effort to prevent the full truth of the president’s misconduct from coming to light.”"
"4190","DANVILLE, Va. — Ten minutes into a small community meeting between black farmers from Southern Virginia and regional campaign staff for Senator Elizabeth Warren of Massachusetts, an aide took the floor."
"4191","LONDON — In European soccer’s relentless search for growth and new revenues, Spain’s La Liga has been among the most aggressive of the continent’s top leagues."
"4192","Representative Zoe Lofgren, one of the seven Democratic House impeachment managers, said she was not relishing in her role of prosecuting President Trump."
"4193","Regular viewers of Senate proceedings will likely notice something very odd when debate begins: Senators will not be doing the debating themselves."
"4194","Senator Mitch McConnell of Kentucky, the majority leader, in his opening remarks said the day’s proceeding would serve as a critical test for senators."
